id,name,cuisine,rating,price_range,coordinates,address,phone,website,description,hours,image,family_friendly,amenities,owner_id,is_active,created_at,updated_at,city,slug
0c1f0af5-1fbf-4bed-aa0f-d6d6598ca08c,La Porchetta Pollo Bar,Italian,4.5,$$,"(51.5136561,-0.1303269)","20 Old Compton St, London W1D 4TW, UK",0 20 7494 9368,https://www.laporchetta.uk/,"Cosy, buzzy Italian serving up pizza and pasta dishes. Seating over 2 floors. Perfect for pre-theatre and a family meal out.","Mon-Fri: 15:45-23:45, Sat-Sun: 12:00-23:45",https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f8f4a0c2cea7c01653bae_Porchetta-8.jpeg,"{""kidsMenu"":false,""playArea"":false,""highChairs"":false,""familyPackages"":false,""changingStation"":false,""quietEnvironment"":false}","[""High chair"",""Baby change in unisex room"",""Wheelchair access"",""Outdoor seating"",""Vegetarian"",""Vegan"",""Good for groups"",""Takeaway"",""Dog friendly""]",,true,2025-10-07 18:41:01.534021+00,2025-10-08 09:01:11.333336+00,London,la-porchetta-pollo-bar
0d5e3394-8ebe-41f2-8ebf-c74ddfcf2ec0,La Gamba - Spanish Tapas Bar & Restaurant,Spanish,4.5,$$,"(51.5062053,-0.1172521)","Unit 3, Royal Festival Hall, Southbank Centre, London, SE1 8XX",0 20 7183 0094,http://www.lagambalondon.com/?utm_source=gmb&utm_medium=organic&utm_campaign=google-my-business,"Spanish Restaurant, Menu is good for kids.",Mon-Sun: 11:00-23:00,,"{""kidsMenu"":false,""playArea"":false,""highChairs"":false,""familyPackages"":false,""changingStation"":false,""quietEnvironment"":false}","[""High chair"",""Baby change"",""Wheelchair access"",""Outdoor seating"",""Vegetarian"",""Vegan"",""Dog friendly"",""Quick service""]",,false,2025-10-07 19:01:10.851204+00,2025-10-08 09:01:11.333336+00,London,la-gamba---spanish-tapas-bar-restaurant
0dd69f78-44c4-41c7-954b-faf47684ea54,Abeno,Japanese,4.5,$$,"(51.5175278,-0.1252333)","47 Museum Street, London, WC1A 1LY",0 20 7405 3211,http://www.abeno.co.uk/,Simple Japanese restaurant. Menu is good for kids.,"Mon: 11:45-21:30, Tue-Sat: 12:00-21:30, Sun: closed",,"{""kidsMenu"":false,""playArea"":false,""highChairs"":false,""familyPackages"":false,""changingStation"":false,""quietEnvironment"":false}","[""High chair"",""Baby change"",""Wheelchair access"",""Small plates"",""Vegetarian"",""Vegan"",""Takeaway"",""Quick service""]",,false,2025-10-07 19:07:16.337445+00,2025-10-08 09:01:11.333336+00,London,abeno
0ec1eff0-723c-4730-bdd7-cf329bcfa6f6,Comptoir Libanais,Lebanese,4.4,$$,"(51.4947102,-0.1736234)","1-5 Exhibition Rd, South Kensington, London SW7 2HE, UK",020 7225 5006,https://www.comptoirlibanais.com/restaurants/south-kensington,Lebanese chain with plenty of options for everyone. Dogs welcome outside. 11 locations around London.,"Mon-Sat: 09:00-22:30, Sun: 09:00-21:00",https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/66e40beb4bbe52ae3ba36a76_WhatsApp%2520Image%25202024-05-10%2520at%252016.41.26-fotor-20240510164214.jpeg,"{""kidsMenu"":false,""playArea"":false,""highChairs"":false,""familyPackages"":false,""changingStation"":false,""quietEnvironment"":false}","[""High chair"",""Baby change in unisex room"",""Kids menu"",""Wheelchair access"",""Outdoor seating"",""Tourist attraction nearby"",""Vegetarian"",""Vegan"",""Gluten free"",""Good for groups"",""Takeaway"",""Dog friendly""]",,true,2025-10-07 18:36:13.126532+00,2025-10-08 09:01:11.333336+00,London,comptoir-libanais
11a83bf6-fb74-4af2-a6b4-683430426ece,The Duke of Richmond - Hackney,British,4.5,$$,"(51.542968,-0.0696627)","316 Queensbridge Rd, London E8 3NH, UK",0 20 7923 3990,https://www.thedukeofrichmond.com/,"Cosy neighbourhood pub with daily deals, including 50% off food every Friday 12-2.30pm. 10 minute walk to 2 London Fields playgrounds.","Tue: closed, Wed: 17:30-21:00, Thu: 17:30-21:30, Fri: 12:00-21:30, Sat: 12:00-21:30, Sun: 12:00-19:00",https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/66e40be824587e0d1b3ae629_Duke%2520of%2520richmond.webp,"{""kidsMenu"":false,""playArea"":false,""highChairs"":false,""familyPackages"":false,""changingStation"":false,""quietEnvironment"":false}","[""High chair"",""Baby change in unisex room"",""Kids menu"",""Wheelchair access"",""Outdoor seating"",""Playground nearby"",""Vegetarian"",""Vegan"",""Gluten free"",""Good for groups"",""Takeaway"",""Dog friendly""]",,true,2025-10-07 18:36:13.126532+00,2025-10-08 09:01:11.333336+00,London,the-duke-of-richmond---hackney
16bb4291-7097-4dd1-9149-fc72325364ac,Gourmet Pizza Co,Italian,4.5,$$,"(51.508111,-0.11008)","56 Upper Ground, London, SE1 9PP",0 20 7928 3188,http://www.gourmetpizzacompany.co.uk/,"Italian favourites like pizza, pasta, and salads on the South Bank with views of the Thames River. Kids meal is £7.95, including 3 courses.","Mon-Wed: 11:30-22:30, Thu-Sun: 11:30-23:00",https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f8fb355a7b4a334d003c2_gourmet%2520pizza%2520co.jpeg,"{""kidsMenu"":false,""playArea"":false,""highChairs"":false,""familyPackages"":false,""changingStation"":false,""quietEnvironment"":false}","[""High chair"",""Baby change"",""Kids menu"",""Wheelchair access"",""Outdoor seating"",""Vegetarian"",""Vegan"",""Takeaway"",""Dog friendly"",""Quick service""]",,true,2025-10-07 18:55:51.27332+00,2025-10-08 09:01:11.333336+00,London,gourmet-pizza-co
16f5ded2-9005-47be-9cea-b150e91c023a,Thai Square Islington,Thai,4.5,$$,"(51.5349221,-0.1042182)","347-349 Upper St, London N1 0PD, UK",0 20 7704 2000,http://www.thaisq.com/,A Thai restaurant offering express lunch menu Monday-Friday and an early bird menu from 12:00-6:30 pm every day. Cash not accepted. 8 locations around London.,"Mon-Fri: 12:00-22:00, Sat: 12:00-23:00, Sun: 12:00-22:00",https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f8f5ffd4d5b193e65e0b1_Thai%2520sq%2520islington.jpeg,"{""kidsMenu"":false,""playArea"":false,""highChairs"":false,""familyPackages"":false,""changingStation"":false,""quietEnvironment"":false}","[""High chair"",""Baby change in womens room"",""Wheelchair access"",""Vegetarian"",""Vegan"",""Halal"",""Good for groups"",""Takeaway""]",,true,2025-10-07 18:43:58.706203+00,2025-10-08 09:01:11.333336+00,London,thai-square-islington
1728b58a-24a0-4546-b507-92392425bc66,Pizzeria Pappagone,Italian,4.6,$$,"(51.5694606,-0.1128574)","131 Stroud Green Rd, Finsbury Park, London N4 3PX, UK",0 20 7263 2114,https://www.instagram.com/pizzeriapappagone/,"Family-run Italian restaurant and bar for an extensive menu of classic dishes and wood-fired pizzas. Fast service, good for kids birthdays.","Mon-Thu: 12:00-23:00, Fri-Sat: 12:00-00:00, Sun: 12:00-23:00",https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/66e40c0d216f861a3f63e31e_pizzeria%2520pappagone%2520terrace.jpeg,"{""kidsMenu"":false,""playArea"":false,""highChairs"":false,""familyPackages"":false,""changingStation"":false,""quietEnvironment"":false}","[""High chair"",""Baby change in unisex room"",""Kids menu"",""Wheelchair access"",""Outdoor seating"",""Vegetarian"",""Vegan"",""Good for groups"",""Takeaway""]",,true,2025-10-07 18:39:10.01835+00,2025-10-08 09:01:11.333336+00,London,pizzeria-pappagone
17341017-359e-492d-8a66-6533c8361e4e,Din Tai Fung Covent Garden,Chinese,4.7,$$,"(51.511249,-0.1231764)","5 Henrietta St, London WC2E 8PS, UK",0 20 3034 3888,https://dintaifung-uk.com/discover/covent-garden/,"Flagship location for world-famous Chinese restaurant from Taiwan, known for its soup dumplings and noodles. Cash not accepted.","Mon-Fri: 12:00-23:00, Sat: 11:00-23:00, Sun: 11:00-22:00",https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f8f59091321a63edde0c8_din%2520tai%2520fung%2520cg.jpeg,"{""kidsMenu"":false,""playArea"":false,""highChairs"":false,""familyPackages"":false,""changingStation"":false,""quietEnvironment"":false}","[""High chair"",""Baby change in womens room"",""Wheelchair access"",""Vegetarian"",""Vegan"",""Good for groups""]",,true,2025-10-07 18:42:49.636036+00,2025-10-08 09:01:11.333336+00,London,din-tai-fung-covent-garden
17bb7d8d-243f-4daf-8069-6a6411d2b159,Drake & Morgan at King's Cross,British,4.4,$$,"(51.5335008,-0.1260193)","6 Pancras Sq, London N1C 4AG, UK",020 3826 4870,https://www.drakeandmorgan.co.uk/kings-cross/,Spread across two floors with an open kitchen and an extensive year-round outside space. Grilled local dishes served in buzzy vibe.,"Mon-Fri: 08:00-00:00, Sat: 09:00-00:00, Sun: 09:00-23:00",https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/66e40bdf3f0c3f4e61641c65_WhatsApp%2520Image%25202024-05-10%2520at%252016.58.56.jpeg,"{""kidsMenu"":false,""playArea"":false,""highChairs"":false,""familyPackages"":false,""changingStation"":false,""quietEnvironment"":false}","[""High chair"",""Baby change in unisex room"",""Kids menu"",""Wheelchair access"",""Outdoor seating"",""Vegetarian"",""Vegan"",""Good for groups"",""Dog friendly""]",,true,2025-10-07 18:36:13.126532+00,2025-10-08 09:01:11.333336+00,London,drake-morgan-at-kings-cross
193285cb-b0be-45de-b08a-ddae34803290,The Goring Dining Room,British,4.5,$$$$,"(51.4975261,-0.145622)","15 Beeston Place, London, SW1W 0JW",0 20 7769 4475,https://www.thegoring.com/food-drink/the-dining-room/,Elegant Edwardian restaurant with Michelin star service. Kids meals from £18. Reservations required. Combine with nearby Buckingham Palace.,"Mon-Sun: 07:00-10:00, 12:00-14:45, 18:30-21:45",https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f8fb75ddbb5a45cf988aa_goring%2520dining.jpeg,"{""kidsMenu"":false,""playArea"":false,""highChairs"":false,""familyPackages"":false,""changingStation"":false,""quietEnvironment"":false}","[""High chair"",""Baby change"",""Kids menu"",""Wheelchair access"",""Vegetarian"",""Vegan""]",,true,2025-10-07 18:55:51.27332+00,2025-10-08 09:01:11.333336+00,London,the-goring-dining-room
1a86e010-638e-429a-a6ff-acbcdb0e7514,The Restaurant at Sanderson London,Malaysian,4.5,$$,"(51.517401,-0.137113)","50 Berners Street, London, W1T 3NG",0 20 7300 1400,https://book.ennismore.com/hotels/originals/sanderson/dining/the-restaurant?utm_source=google-gmb&utm_medium=organic&utm_campaign=gmb,Serving Malaysian street food.,"Mon-Fri: 07:00-10:30, 12:00-22:30, Sat: 07:00-11:00, 12:00-23:00, Sun: 07:00-11:00, 12:00-22:30",,"{""kidsMenu"":false,""playArea"":false,""highChairs"":false,""familyPackages"":false,""changingStation"":false,""quietEnvironment"":false}","[""High chair"",""Baby change"",""Kids menu"",""Wheelchair access"",""Small plates"",""Vegetarian"",""Vegan"",""Quick service""]",,false,2025-10-07 19:07:16.337445+00,2025-10-08 09:01:11.333336+00,London,the-restaurant-at-sanderson-london
1d2cc7dd-d285-4b49-ace9-bc361072fa7b,Homeslice Neal's Yard,Italian,4.6,$$,"(51.5146643,-0.1264717)","13 Neal's Yard, London WC2H 9DP, UK",0 20 3151 7488,https://www.homeslicepizza.co.uk/menu,"Classic and creative pizzas, served 20"" or by the slice, also offering prosecco and beers. 3 locations around London. Walk ins only. Cash not accepted.","Mon-Wed: 12:00-22:00, Thu-Sat: 12:00-23:00, Sun: 12:00-22:00",https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f8f5b25c7cd820d7e6628_homeslice.%2520neals%2520yeard.jpeg,"{""kidsMenu"":false,""playArea"":false,""highChairs"":false,""familyPackages"":false,""changingStation"":false,""quietEnvironment"":false}","[""High chair"",""Baby change in womens room"",""Outdoor seating"",""Vegetarian"",""Vegan"",""Good for groups"",""Takeaway"",""Dog friendly""]",,true,2025-10-07 18:42:49.636036+00,2025-10-08 09:01:11.333336+00,London,homeslice-neals-yard
1eacccf9-ac95-4468-bc3e-c0fc627ea5d2,Beans & Barley,Cafe,4.7,$,"(51.5844189,-0.1003957)","595, 597 Green Lanes, Harringay Ladder, London N8 0RE, UK",07446 030507,https://www.beansandbarley.co.uk/,"Beans&Barley is the perfect venue for the whole family, hosting your child's birthday party plus an amazing array of food and freshly ground coffee, with 1 floor of fun, big slides, a swing and baby toys.","Mon-Wed: 08:00-00:00, Thu-Sat: 08:00-02:00, Sun: 08:00-12:00",https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/66e40be024587e0d1b3ad768_beans%2520and%2520barley.png,"{""kidsMenu"":false,""playArea"":false,""highChairs"":false,""familyPackages"":false,""changingStation"":false,""quietEnvironment"":false}","[""High chair"",""Baby change in unisex room"",""Kids menu"",""Vegetarian"",""Vegan"",""Good for groups"",""Games available"",""Kids play space""]",,true,2025-10-07 18:36:13.126532+00,2025-10-08 09:01:11.333336+00,London,beans-barley
1ebef058-6bba-45ec-b3ae-7e12aee4dcb6,YORI (Covent Garden),Korean,4.6,$$,"(51.5122682,-0.1198011)","15 Catherine St, London WC2B 5LA, UK",0 20 7836 3145,https://yoriuk.com/covent-garden/,"Authentic Korean restaurant serving starters, fried chicken, stew, stir fry, BBQ, rice, bibimbap, noodles, kimchi and desserts. 8 locations around London.","Mon-Tue: 12:00-23:00, Wed: 12:00-21:30, Thu-Sat: 12:00-23:00, Sun: 12:00-22:00",https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f8f63f5a20e567497c637_yori%2520cg.png,"{""kidsMenu"":false,""playArea"":false,""highChairs"":false,""familyPackages"":false,""changingStation"":false,""quietEnvironment"":false}","[""High chair"",""Baby change in womens room"",""Wheelchair access"",""Vegetarian"",""Vegan"",""Good for groups"",""Takeaway""]",,true,2025-10-07 18:43:58.706203+00,2025-10-08 09:01:11.333336+00,London,yori-covent-garden
1ed1cf38-6090-4a4b-b4a0-36c287ec1fbd,Wahaca Paddington,Mexican,4.5,$$,"(51.516533,-0.1755727)","1 Paddington Square, London, W2 1DL",0 20 3002 8777,https://www.wahaca.co.uk/location/paddington,A family favourite Mexican restaurant with something for everyone. Kids menu from £6.95 with 11 locations around London.,Mon-Sun: 12:00-22:00,https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/670f90150921740dd7438ea9_wahaca%2520Paddington.jpeg,"{""kidsMenu"":false,""playArea"":false,""highChairs"":false,""familyPackages"":false,""changingStation"":false,""quietEnvironment"":false}","[""High chair"",""Baby change"",""Kids menu"",""Wheelchair access"",""Small plates"",""Vegetarian"",""Vegan"",""Quick service""]",,true,2025-10-07 19:07:16.337445+00,2025-10-08 09:01:11.333336+00,London,wahaca-paddington
20408f8d-92b6-480c-906a-8328d7101bd5,Crust Bros Pizza Restaurant Waterloo,Italian,4.6,$$,"(51.5027616,-0.1103191)","113 Waterloo Rd, London SE1 8UL, UK",0 20 3034 3424,https://www.crustbros.co.uk/waterloo/,Delicious pizza with 4 locations in London. Personalize your own pizza! 1 pizza = 1 tree planted with Earthly.,"Mon-Sat: 12:00-23:00, Sun: 12:15-22:00",https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/66e40c754384be6228248e1f_Crust%2520Bros%2520waterloo.webp,"{""kidsMenu"":false,""playArea"":false,""highChairs"":false,""familyPackages"":false,""changingStation"":false,""quietEnvironment"":false}","[""High chair"",""Baby change in unisex room"",""Kids menu"",""Wheelchair access"",""Outdoor seating"",""Vegetarian"",""Vegan"",""Gluten free"",""Good for groups"",""Takeaway"",""Dog friendly""]",,true,2025-10-07 18:45:48.723948+00,2025-10-08 09:01:11.333336+00,London,crust-bros-pizza-restaurant-waterloo
20c10f5e-5f3b-468a-8c66-ef8ec70907a3,Putt in the Park,Cafe,4.5,$$,"(51.4758814,-0.1618102)","Albert Bridge Road, London, SW11 4NJ",0 20 7228 4946,http://www.puttinthepark.com/,A lovely friendly place! Menu is good for kids,"Mon-Wed: 09:00-19:00, Thu-Sun: 09:00-20:00",,"{""kidsMenu"":false,""playArea"":false,""highChairs"":false,""familyPackages"":false,""changingStation"":false,""quietEnvironment"":false}","[""High chair"",""Baby change"",""Wheelchair access"",""Outdoor seating"",""Playground nearby"",""Vegetarian"",""Vegan"",""Takeaway"",""Dog friendly"",""Games available"",""Quick service""]",,false,2025-10-07 19:01:10.851204+00,2025-10-08 09:01:11.333336+00,London,putt-in-the-park
22f9dc24-3597-41b5-afc8-a6d4069d96e7,Pizza Express,Italian,4.3,$$,"(51.5151236,-0.1333171)","10 Dean St, London W1D 3RW, UK",0 20 7437 9595,https://www.pizzaexpress.com/london-dean-street,Kids eat free with any main/pizza until 11 August. Also has a downstairs jazz club.,"Mon-Sat: 11:30-23:00, Sun: 11:30-22:30",https://cdn.prod.website-files.com/65c4e3041d72984c18dbb740/683039ff16293d30fe5e62c1_66eb1c1fab7251b944e0284c_66e40bcc79566cf668095516_Color%25252520logo%25252520with%25252520background%252525201%25252520(2).png,"{""kidsMenu"":false,""playArea"":false,""highChairs"":false,""familyPackages"":false,""changingStation"":false,""quietEnvironment"":false}","[""High chair"",""Baby change in unisex room"",""Kids menu"",""Wheelchair access"",""Vegetarian"",""Vegan"",""Good for groups"",""Free kids meal"",""Takeaway""]",,true,2025-10-07 18:39:10.01835+00,2025-10-08 09:01:11.333336+00,London,pizza-express
237f7678-92a7-451f-b8ff-29ea0456871d,Maynard Arms,British,4.5,$$,"(51.5817562,-0.1263013)","70 Park Road, London, N8 8SX",0 20 8341 6283,https://www.maynardarmsn8.co.uk/,"British gastropub, Menu is good for kids.","Mon-Thu: 12:00-23:00, Fri-Sat: 12:00-00:00, Sun: 12:00-22:15",,"{""kidsMenu"":false,""playArea"":false,""highChairs"":false,""familyPackages"":false,""changingStation"":false,""quietEnvironment"":false}","[""High chair"",""Baby change"",""Wheelchair access"",""Outdoor seating"",""Vegetarian"",""Vegan"",""Takeaway"",""Dog friendly"",""Quick service""]",,false,2025-10-07 19:07:16.337445+00,2025-10-08 09:01:11.333336+00,London,maynard-arms
